40
1	31.6086779129	27.9822479073
2	-7.58551271369	-7.22472288227
3	-38.9256411495	-20.5142714173
4	-29.0331683904	-37.3022921805
5	16.0048289138	-32.3438874241
6	-15.4068441761	-8.02264012056
7	-30.3436288855	15.749839101
8	22.4670667009	18.213763868
9	-23.5843155773	13.692006255
10	26.4524090585	39.1791402649
11	19.2376165707	-31.4627518725
12	5.11367205208	-29.4280079389
13	34.2404936548	1.51667059276
14	-7.44063557991	30.3111198404
15	-8.73383339626	-35.2580790659
16	-11.8444594937	4.79856189728
17	22.1886852338	-17.5647666851
18	7.00365686542	20.4867771348
19	32.0858387334	2.28619973805
20	-26.1298487435	23.2292590275
21	31.5450895287	-24.7655689311
22	14.8457004213	-15.0788223855
23	27.0346982636	-33.7018888014
24	-18.5172541388	-36.7911989772
25	39.8395326111	-20.4997041135
26	35.5346262611	10.4942411038
27	4.03536930809	36.530315789
28	-8.33434711039	10.2023869741
29	27.0630083365	-2.15009925771
30	-21.7374109546	0.643055265558
31	36.5526931529	38.2471863062
32	-7.9470677095	-2.87486079746
33	-2.26704931396	-4.73801502527
34	-33.0622932772	16.1466791734
35	16.2732760832	-7.84908100028
36	29.4278069611	-31.5785576831
37	-5.1663628131	37.1513564871
38	30.8709119031	25.9264448084
39	-25.2019700601	26.3949235656
40	38.4571186459	-25.4671438819
